benchmark,cpu_time,number_of_decisions,status,wall_time
j2050_1,1.78s,1387032,OPTIMAL,1.86s
j2050_10,1.52s,1712957,OPTIMAL,1.61s
j2050_2,3.65s,2156896,OPTIMAL,3.74s
j2050_3,4.09s,2236982,OPTIMAL,4.26s
j2050_4,5.38s,2739436,OPTIMAL,5.65s
j2050_5,1.13s,1783083,OPTIMAL,1.21s
j2050_6,2.42s,2149058,OPTIMAL,2.49s
j2050_7,4.63s,2259047,OPTIMAL,4.82s
j2050_8,2.29s,2103918,OPTIMAL,2.60s
j2050_9,2.11s,1451554,OPTIMAL,2.18s
j2051_1,2.60s,2932939,OPTIMAL,2.67s
j2051_10,2.99s,6321167,OPTIMAL,3.09s
j2051_2,2.24s,4002718,OPTIMAL,2.32s
j2051_3,1.47s,2154441,OPTIMAL,1.99s
j2051_4,3.07s,2726255,OPTIMAL,3.16s
j2051_5,3.10s,2055837,OPTIMAL,3.19s
j2051_6,2.63s,2227179,OPTIMAL,2.70s
j2051_7,2.52s,2325610,OPTIMAL,2.60s
j2051_8,5.58s,3092755,OPTIMAL,5.67s
j2051_9,1.60s,3485414,OPTIMAL,1.68s
j2052_1,6.18s,3487176,OPTIMAL,6.33s
j2052_10,2.69s,3233304,OPTIMAL,2.79s
j2052_2,3.44s,5067243,OPTIMAL,3.63s
j2052_3,2.53s,3239409,OPTIMAL,2.61s
j2052_4,3.88s,3745876,OPTIMAL,4.32s
j2052_5,3.97s,4701296,OPTIMAL,4.07s
j2052_6,3.05s,3350684,OPTIMAL,3.69s
j2052_7,4.02s,3595890,OPTIMAL,4.11s
j2052_8,4.26s,3424595,OPTIMAL,4.35s
j2052_9,2.49s,5142276,OPTIMAL,2.59s
j2053_1,59.96s,3502324,SATISFIABLE,60.31s
j2053_10,60.53s,3058209,SATISFIABLE,60.99s
j2053_2,60.00s,2086852,SATISFIABLE,60.61s
j2053_3,60.24s,2253585,SATISFIABLE,60.68s
j2053_4,60.23s,2985798,SATISFIABLE,60.60s
j2053_5,59.85s,3472946,SATISFIABLE,60.48s
j2053_6,59.73s,4765939,SATISFIABLE,60.73s
j2053_7,59.94s,3014494,SATISFIABLE,60.62s
j2053_8,60.69s,3342890,SATISFIABLE,61.12s
j2053_9,60.71s,2413806,SATISFIABLE,61.26s
j2054_1,6.82s,6080501,OPTIMAL,6.96s
j2054_10,5.85s,4532782,OPTIMAL,5.96s
j2054_2,12.97s,5330915,OPTIMAL,13.15s
j2054_3,9.26s,4059000,OPTIMAL,9.42s
j2054_4,8.62s,4713079,OPTIMAL,8.81s
j2054_5,5.47s,7847460,OPTIMAL,8.34s
j2054_6,60.23s,2651530,SATISFIABLE,60.57s
j2054_7,4.78s,6838362,OPTIMAL,4.90s
j2054_8,24.72s,6359045,OPTIMAL,24.98s
j2054_9,3.70s,4592341,OPTIMAL,3.80s
j2055_1,6.62s,6639111,OPTIMAL,6.75s
j2055_10,6.90s,7839026,OPTIMAL,7.22s
j2055_2,4.55s,6141374,OPTIMAL,5.14s
j2055_3,10.96s,10375811,OPTIMAL,11.13s
j2055_4,5.08s,6342392,OPTIMAL,5.27s
j2055_5,4.72s,8090980,OPTIMAL,4.80s
j2055_6,3.32s,6369629,OPTIMAL,3.42s
j2055_7,2.72s,6744731,OPTIMAL,2.89s
j2055_8,2.99s,5731998,OPTIMAL,3.08s
j2055_9,7.01s,7954355,OPTIMAL,7.11s
j2056_1,5.95s,6745643,OPTIMAL,6.16s
j2056_10,8.83s,10923109,OPTIMAL,8.95s
j2056_2,3.92s,8792141,OPTIMAL,4.74s
j2056_3,3.13s,6657049,OPTIMAL,3.23s
j2056_4,6.40s,15618019,OPTIMAL,6.71s
j2056_5,3.83s,8947296,OPTIMAL,4.61s
j2056_6,4.67s,8247920,OPTIMAL,4.82s
j2056_7,4.92s,7679219,OPTIMAL,5.09s
j2056_8,4.72s,12503531,OPTIMAL,4.92s
j2056_9,4.39s,9387881,OPTIMAL,4.59s
j2057_1,5.85s,1486689,OPTIMAL,5.97s
j2057_10,2.76s,774417,OPTIMAL,5.37s
j2057_2,3.36s,1134272,OPTIMAL,3.49s
j2057_3,3.81s,1080110,OPTIMAL,4.19s
j2057_4,1.96s,863137,OPTIMAL,2.07s
j2057_5,2.46s,1189721,OPTIMAL,2.54s
j2057_6,1.51s,827292,OPTIMAL,1.58s
j2057_7,3.07s,1256936,OPTIMAL,3.15s
j2057_8,4.52s,934275,OPTIMAL,4.78s
j2057_9,2.47s,1168669,OPTIMAL,2.63s
j2058_1,5.55s,1685437,OPTIMAL,6.86s
j2058_10,1.68s,1980857,OPTIMAL,1.75s
j2058_2,3.50s,2029004,OPTIMAL,3.59s
j2058_3,2.02s,1557168,OPTIMAL,2.10s
j2058_4,1.31s,1469702,OPTIMAL,1.67s
j2058_5,1.96s,1219086,OPTIMAL,2.02s
j2058_6,1.18s,1869277,OPTIMAL,1.29s
j2058_7,1.97s,2142112,OPTIMAL,2.05s
j2058_8,3.90s,2540743,OPTIMAL,4.15s
j2058_9,2.15s,2048291,OPTIMAL,2.23s
j2059_1,1.08s,2083755,OPTIMAL,1.17s
j2059_10,2.19s,3046965,OPTIMAL,2.31s
j2059_2,2.78s,2592897,OPTIMAL,2.85s
j2059_3,2.02s,2166045,OPTIMAL,2.10s
j2059_4,3.63s,2459541,OPTIMAL,3.70s
j2059_5,2.82s,2422050,OPTIMAL,4.32s
j2059_6,1.20s,3915420,OPTIMAL,1.31s
j2059_7,2.45s,2100562,OPTIMAL,2.57s
j2059_8,1.76s,2598871,OPTIMAL,1.94s
j2059_9,4.25s,2675237,OPTIMAL,4.39s
