benchmark,cpu_time,number_of_decisions,status,wall_time
J5037_3,176.81s,839989,UNKNOWN,180.27s
J5037_4,181.04s,1367431,SATISFIABLE,182.29s
J5037_5,180.92s,1574273,SATISFIABLE,182.27s
J5038_1,181.16s,3313857,SATISFIABLE,183.21s
J5038_2,180.11s,1404483,SATISFIABLE,182.51s
J5038_3,181.09s,2663872,SATISFIABLE,182.59s
J5038_4,180.75s,3172624,SATISFIABLE,182.09s
J5038_5,181.11s,1389805,SATISFIABLE,182.49s
J5039_1,16.92s,2051521,OPTIMAL,17.51s
J5039_2,12.95s,921282,OPTIMAL,13.63s
J5039_3,7.85s,351016,OPTIMAL,8.43s
J5039_4,8.46s,769402,OPTIMAL,10.15s
J5039_5,12.39s,954076,OPTIMAL,12.96s
J503_1,10.22s,456428,OPTIMAL,10.86s
J503_2,10.37s,1146950,OPTIMAL,10.88s
J503_3,15.37s,950453,OPTIMAL,15.77s
J503_4,17.09s,2663588,OPTIMAL,17.65s
J503_5,93.47s,871577,OPTIMAL,94.53s
J5040_1,181.32s,1159483,SATISFIABLE,183.03s
J5040_2,179.91s,4172225,SATISFIABLE,182.34s
J5040_3,180.74s,998207,SATISFIABLE,182.33s
J5040_4,181.47s,770157,SATISFIABLE,182.78s
J5040_5,10.96s,446480,OPTIMAL,11.59s
J5041_1,7.11s,253948,OPTIMAL,7.80s
J5041_2,8.10s,569405,OPTIMAL,8.68s
J5041_3,17.74s,2575547,OPTIMAL,18.38s
J5041_4,18.19s,3570779,OPTIMAL,18.85s
J5041_5,6.46s,190828,OPTIMAL,6.89s
J5042_1,11.37s,1421923,OPTIMAL,19.97s
J5042_2,16.51s,1787151,OPTIMAL,18.01s
J5042_3,87.73s,4852509,OPTIMAL,93.75s
J5042_4,11.71s,537135,OPTIMAL,12.26s
J5042_5,19.30s,3042609,OPTIMAL,19.80s
J5043_1,180.43s,4231457,SATISFIABLE,182.80s
J5043_2,181.56s,4498595,SATISFIABLE,183.80s
J5043_3,181.13s,1099923,SATISFIABLE,183.12s
J5043_4,178.62s,638206,UNKNOWN,180.10s
J5043_5,179.62s,5966907,SATISFIABLE,184.22s
J5044_1,181.20s,5266586,SATISFIABLE,182.69s
J5044_2,180.32s,2789865,SATISFIABLE,183.55s
J5044_3,180.84s,5414413,SATISFIABLE,182.94s
J5044_4,181.48s,4186184,SATISFIABLE,183.57s
J5044_5,181.43s,6238095,SATISFIABLE,183.21s
J5045_1,181.37s,4783691,SATISFIABLE,182.88s
J5045_2,181.86s,4195394,SATISFIABLE,183.56s
J5045_3,180.68s,2704031,SATISFIABLE,184.61s
J5045_4,181.98s,1794513,SATISFIABLE,183.91s
J5045_5,181.56s,3542771,SATISFIABLE,183.42s
J5046_1,181.72s,6109232,SATISFIABLE,183.17s
J5046_2,181.35s,3569753,SATISFIABLE,183.18s
J5046_3,179.67s,3055805,SATISFIABLE,184.04s
J5046_4,181.83s,993235,SATISFIABLE,183.35s
J5046_5,181.87s,5432316,SATISFIABLE,183.60s
J5047_1,181.93s,2769406,SATISFIABLE,183.33s
J5047_2,181.66s,5147002,SATISFIABLE,183.06s
J5047_3,181.97s,5762941,SATISFIABLE,183.30s
J5047_4,181.00s,3033008,SATISFIABLE,182.36s
J5047_5,182.06s,6005482,SATISFIABLE,183.69s
J5048_1,181.84s,5443600,SATISFIABLE,183.33s
J5048_2,180.54s,6327265,SATISFIABLE,182.51s
J5048_3,179.16s,491758,SATISFIABLE,184.09s
J5048_4,181.68s,3326536,SATISFIABLE,183.91s
J5048_5,181.55s,2969473,SATISFIABLE,183.18s
J5049_1,181.12s,1647406,SATISFIABLE,182.92s
J5049_2,181.24s,1873458,SATISFIABLE,182.84s
J5049_3,179.39s,839380,UNKNOWN,180.73s
J5049_4,180.87s,1068473,SATISFIABLE,182.22s
J5049_5,181.53s,1741413,SATISFIABLE,182.98s
J504_1,181.35s,5881359,SATISFIABLE,182.96s
J504_2,181.03s,5940939,SATISFIABLE,182.47s
J504_3,47.00s,749711,OPTIMAL,47.66s
J504_4,179.91s,3076246,SATISFIABLE,182.33s
J504_5,181.66s,2790154,SATISFIABLE,183.36s
J5050_1,182.13s,1603078,SATISFIABLE,183.42s
J5050_2,181.79s,1374628,SATISFIABLE,182.95s
J5050_3,181.48s,1432718,SATISFIABLE,182.81s
