benchmark,cpu_time,number_of_decisions,status,wall_time
J5065_2,53.71,91006120,OPTIMAL,57.37
J5065_3,45.63,68683248,OPTIMAL,46.73
J5065_4,45.53,83436469,OPTIMAL,46.88
J5065_5,61.93,97165085,SATISFIABLE,64.21
J5066_1,42.18,76385384,OPTIMAL,43.37
J5066_2,44.04,70549426,OPTIMAL,45.53
J5066_3,62.17,112155978,SATISFIABLE,66.36
J5066_4,26.07,57735871,OPTIMAL,28.47
J5066_5,46.09,60563264,OPTIMAL,47.11
J5067_1,61.57,186743231,SATISFIABLE,64.59
J5067_3,60.3,66692303,SATISFIABLE,64.89
J5067_5,60.52,101236840,SATISFIABLE,64.91
J5068_3,63.43,129964531,SATISFIABLE,65.69
J5068_5,63.5,168244386,SATISFIABLE,66.96
J5069_1,62.32,170307205,SATISFIABLE,64.84
J5069_2,63.66,180763458,SATISFIABLE,71.47
J5069_4,51.71,179870860,SATISFIABLE,64.89
J506_1,51.79,39496260,OPTIMAL,60.38
J506_2,41.37,35705378,OPTIMAL,43.08
J506_3,38.78,23394605,OPTIMAL,39.67
J506_4,16.72,24058318,OPTIMAL,17.57
J506_5,28.73,24350876,OPTIMAL,30.2
J5070_3,63.2,195585021,SATISFIABLE,64.99
J5070_5,62.37,160921698,SATISFIABLE,64.65
J5071_4,63.16,181945441,SATISFIABLE,64.89
J5072_1,44.53,136271279,OPTIMAL,46.36
J5072_2,61.41,147815380,SATISFIABLE,65.16
J5072_3,62.45,183363427,SATISFIABLE,64.41
J5072_4,62.82,151858903,SATISFIABLE,65.01
J5073_1,61.28,12949033,SATISFIABLE,62.45
J5073_2,59.21,3175000,UNKNOWN,60.35
J5073_3,60.72,10309612,SATISFIABLE,61.67
J5073_4,60.78,9650621,SATISFIABLE,64.45
J5073_5,61.22,12132783,SATISFIABLE,61.99
J5074_1,61.68,21681874,SATISFIABLE,62.83
J5074_2,61.45,13203545,SATISFIABLE,62.27
J5074_3,42.4,11296040,SATISFIABLE,62.53
J5074_4,55.3,15805659,SATISFIABLE,62.76
J5074_5,61.35,19716222,SATISFIABLE,62.44
J5075_1,18.68,13965269,OPTIMAL,19.58
J5075_2,20.97,16351819,OPTIMAL,21.62
J5075_3,23.76,13373498,OPTIMAL,25.71
J5075_4,16.46,12688849,OPTIMAL,26.21
J5075_5,18.3,15147776,OPTIMAL,19.21
J5076_1,60.67,15538837,SATISFIABLE,61.91
J5076_2,61.15,11410844,SATISFIABLE,62.18
J5076_3,61.77,17940119,SATISFIABLE,62.68
J5076_4,34.45,10981056,OPTIMAL,50.44
J5076_5,61.1,13260975,SATISFIABLE,64.87
J5077_1,23.2,17373385,OPTIMAL,24.52
J5077_2,22.97,15954488,OPTIMAL,25.72
J5077_3,33.76,25084149,OPTIMAL,34.69
J5077_4,40.59,19418563,OPTIMAL,41.4
J5077_5,26.23,23489856,OPTIMAL,27.11
J5078_1,36.16,20951129,OPTIMAL,42.14
J5078_2,17.45,15288638,OPTIMAL,23.01
J5078_3,37.82,21736864,OPTIMAL,38.79
J5078_4,16.46,12608922,OPTIMAL,19.92
J5078_5,26.0,20573641,OPTIMAL,26.96
J5079_1,57.71,5285892,UNKNOWN,61.2
J5079_2,62.25,16560248,SATISFIABLE,63.37
J5079_3,59.93,9539386,UNKNOWN,61.08
J5079_4,61.7,31302543,SATISFIABLE,63.32
J5079_5,61.37,12542323,SATISFIABLE,64.35
J507_1,62.03,88777873,SATISFIABLE,63.68
J507_2,59.6,21832716,UNKNOWN,60.87
J507_3,62.14,55054925,SATISFIABLE,63.76
J507_4,61.88,43597342,SATISFIABLE,63.62
J507_5,62.15,51789900,SATISFIABLE,63.63
J5080_1,60.28,25422950,SATISFIABLE,63.42
J5080_2,50.28,28992880,SATISFIABLE,68.01
J5080_3,61.81,23747642,SATISFIABLE,63.03
J5080_4,62.1,35416986,SATISFIABLE,63.34
J5080_5,61.16,26134859,SATISFIABLE,63.09
J5081_1,61.38,34161645,SATISFIABLE,62.6
J5081_2,59.04,32404474,OPTIMAL,59.98
J5081_3,57.01,26603793,SATISFIABLE,62.01
J5081_4,61.56,31331177,SATISFIABLE,62.83
J5081_5,61.75,28320495,SATISFIABLE,63.83
J5082_1,61.69,16542370,SATISFIABLE,63.05
J5082_2,62.04,24742226,SATISFIABLE,64.06
J5082_3,44.38,30247797,SATISFIABLE,69.72
J5082_4,60.76,20730876,SATISFIABLE,62.64
J5082_5,61.48,23601197,SATISFIABLE,62.57
J5083_1,61.97,49297058,SATISFIABLE,63.02
J5083_2,61.34,55679751,SATISFIABLE,62.62
J5083_3,61.94,43731854,SATISFIABLE,63.05
J5083_4,60.67,28291464,SATISFIABLE,65.01
J5083_5,61.39,34813447,SATISFIABLE,62.59
J5084_1,51.23,25091671,SATISFIABLE,67.24
J5084_2,61.43,30108092,SATISFIABLE,62.64
J5084_3,53.0,24879404,SATISFIABLE,63.13
J5084_4,59.46,22586381,SATISFIABLE,62.89
J5084_5,59.5,35098641,SATISFIABLE,63.1
J5085_1,61.71,29845222,SATISFIABLE,62.7
J5085_2,53.37,17663449,SATISFIABLE,70.78
J5085_3,61.49,24207216,SATISFIABLE,62.53
J5085_4,56.25,9451300,UNKNOWN,60.82
J5085_5,59.0,18987927,SATISFIABLE,62.09
J5086_1,61.24,28950570,SATISFIABLE,64.34
J5086_2,61.48,35580920,SATISFIABLE,62.56
J5086_3,59.72,24042775,SATISFIABLE,62.96
J5086_4,60.85,29870862,SATISFIABLE,62.3
J5086_5,61.54,36810097,SATISFIABLE,62.62
J5087_1,25.41,23290284,OPTIMAL,26.14
J5087_2,16.06,19056007,OPTIMAL,18.16
J5087_3,24.19,27993750,OPTIMAL,25.44
J5087_4,19.45,23301720,OPTIMAL,20.71
J5087_5,28.36,30748908,OPTIMAL,31.55
J5088_1,61.52,19983801,SATISFIABLE,62.35
J5088_2,61.95,20583685,SATISFIABLE,63.01
J5088_3,61.97,15983491,SATISFIABLE,62.94
J5088_4,47.4,28661205,OPTIMAL,54.31
J5088_5,61.88,23243065,SATISFIABLE,62.8
J5089_1,58.85,43078135,OPTIMAL,60.06
J5089_2,35.26,37905100,OPTIMAL,36.1
J5089_3,28.38,39042966,OPTIMAL,31.62
J5089_4,48.4,34402137,OPTIMAL,49.68
J5089_5,25.06,26856406,OPTIMAL,28.77
J508_1,62.12,79525514,SATISFIABLE,63.73
J508_2,59.5,46218646,SATISFIABLE,64.25
J508_3,61.91,70641998,SATISFIABLE,63.41
J508_4,62.43,79166984,SATISFIABLE,64.24
J508_5,62.24,70096639,SATISFIABLE,64.37
J5090_1,32.56,21857575,OPTIMAL,33.53
J5090_2,28.93,24859874,OPTIMAL,29.97
J5090_3,36.98,28644123,OPTIMAL,39.13
J5090_4,17.21,28270079,OPTIMAL,17.98
J5090_5,29.91,24955602,OPTIMAL,30.88
J5091_1,61.87,43137141,SATISFIABLE,63.27
J5091_2,52.91,30111222,SATISFIABLE,64.81
J5091_3,53.78,68639922,SATISFIABLE,63.25
J5091_4,61.47,31720857,SATISFIABLE,65.56
J5091_5,60.15,21794837,UNKNOWN,61.34
J5092_1,62.16,42025289,SATISFIABLE,63.65
J5092_2,61.77,45638971,SATISFIABLE,63.26
J5092_3,60.68,72129946,SATISFIABLE,62.96
J5092_4,62.15,60889388,SATISFIABLE,63.57
J5092_5,62.24,95361034,SATISFIABLE,63.69
J5093_1,52.81,95038765,OPTIMAL,54.41
J5093_2,62.49,79703120,SATISFIABLE,63.84
J5093_3,52.83,92881021,OPTIMAL,54.41
J5093_4,61.49,64534860,SATISFIABLE,63.03
J5093_5,55.21,69606645,OPTIMAL,63.11
J5094_1,60.08,43376256,SATISFIABLE,63.15
J5094_2,61.62,53730046,SATISFIABLE,63.07
J5094_3,61.31,60296126,SATISFIABLE,63.23
J5094_4,61.31,43707756,SATISFIABLE,63.11
J5094_5,61.29,69649200,SATISFIABLE,63.74
J5095_1,45.63,63326920,OPTIMAL,46.66
J5095_2,57.62,73530032,SATISFIABLE,63.09
J5095_3,55.3,81637678,SATISFIABLE,62.76
J5095_4,38.6,88279887,OPTIMAL,40.03
J5095_5,61.42,80543468,SATISFIABLE,63.25
J5096_1,61.96,89224869,SATISFIABLE,63.39
J5096_2,61.34,48427551,SATISFIABLE,63.52
J5096_3,58.7,51586517,OPTIMAL,60.18
J5096_4,55.55,60315694,OPTIMAL,56.96
J5096_5,62.25,43487614,SATISFIABLE,63.71
J5097_1,54.94,24809640,SATISFIABLE,62.28
J5097_2,61.11,31100621,SATISFIABLE,62.31
J5097_3,61.55,15651073,SATISFIABLE,62.74
J5097_4,61.79,39345177,SATISFIABLE,62.93
J5097_5,60.39,44900653,SATISFIABLE,62.74
J5098_1,62.07,58674372,SATISFIABLE,63.31
J5098_2,61.39,42011230,SATISFIABLE,62.8
J5098_3,61.17,39583917,SATISFIABLE,63.54
J5098_4,60.92,26846544,SATISFIABLE,62.62
J5098_5,61.8,33762440,SATISFIABLE,62.94
J5099_1,56.59,53430344,OPTIMAL,57.62
J5099_2,19.74,36235775,OPTIMAL,20.5
J5099_3,21.56,35134934,OPTIMAL,29.65
J5099_4,46.25,37907069,OPTIMAL,47.32
J5099_5,34.63,38130018,OPTIMAL,35.5
J509_1,62.37,55707325,SATISFIABLE,63.9
J509_2,62.63,118142844,SATISFIABLE,64.11
J509_3,27.8,83163129,SATISFIABLE,65.57
J509_4,61.67,84606513,SATISFIABLE,63.56
J509_5,62.37,92925662,SATISFIABLE,63.98
